first_names,country,ISO numeric,rank,inverse_rank,probability
Ingrid,Liechtenstein,438,29.0,30.0,0.01694915254237288
Josef,Liechtenstein,438,8.0,51.0,0.0288135593220339
Julia,Liechtenstein,438,47.0,12.0,0.006779661016949152
Karin,Liechtenstein,438,41.0,18.0,0.010169491525423728
Katharina,Liechtenstein,438,7.0,52.0,0.02937853107344633
Klaus,Liechtenstein,438,4.0,55.0,0.031073446327683617
Lukas,Liechtenstein,438,36.0,23.0,0.012994350282485875
Marcel,Liechtenstein,438,54.0,5.0,0.002824858757062147
Maria,Liechtenstein,438,1.0,58.0,0.0327683615819209
Markus,Liechtenstein,438,24.0,35.0,0.01977401129943503
Martin,Liechtenstein,438,16.0,43.0,0.024293785310734464
Martina,Liechtenstein,438,33.0,26.0,0.014689265536723164
Matthias,Liechtenstein,438,30.0,29.0,0.01638418079096045
Melanie,Liechtenstein,438,59.0,0.0,0.0
Michael,Liechtenstein,438,12.0,47.0,0.02655367231638418
Monika,Liechtenstein,438,9.0,50.0,0.02824858757062147
Nicole,Liechtenstein,438,45.0,14.0,0.007909604519774011
Oliver,Liechtenstein,438,58.0,1.0,0.0005649717514124294
Patrick,Liechtenstein,438,52.0,7.0,0.0039548022598870055
Peter,Liechtenstein,438,2.0,57.0,0.03220338983050847
Petra,Liechtenstein,438,21.0,38.0,0.021468926553672316
Philipp,Liechtenstein,438,34.0,25.0,0.014124293785310734
Renate,Liechtenstein,438,39.0,20.0,0.011299435028248588
Sabine,Liechtenstein,438,23.0,36.0,0.020338983050847456
Sandra,Liechtenstein,438,49.0,10.0,0.005649717514124294
Sebastian,Liechtenstein,438,46.0,13.0,0.007344632768361582
Silvia,Liechtenstein,438,35.0,24.0,0.013559322033898305
Simon,Liechtenstein,438,38.0,21.0,0.011864406779661017
Sonja,Liechtenstein,438,55.0,4.0,0.0022598870056497176
Stefan,Liechtenstein,438,18.0,41.0,0.023163841807909605
Susanne,Liechtenstein,438,13.0,46.0,0.02598870056497175
Thomas,Liechtenstein,438,10.0,49.0,0.02768361581920904
Tobias,Liechtenstein,438,48.0,11.0,0.0062146892655367235
Ursula,Liechtenstein,438,17.0,42.0,0.023728813559322035
Verena,Liechtenstein,438,57.0,2.0,0.0011299435028248588
Wolfgang,Liechtenstein,438,26.0,33.0,0.01864406779661017
AgnÄ,Lithuania,440,35.0,78.0,0.012109920819748486
AistÄ,Lithuania,440,111.0,2.0,0.0003105107902499612
Aivaras,Lithuania,440,92.0,21.0,0.0032603632976245926
Aldona,Lithuania,440,103.0,10.0,0.0015525539512498058
Algirdas,Lithuania,440,30.0,83.0,0.012886197795373389
Alvydas,Lithuania,440,82.0,31.0,0.004812917248874398
Andrius mindaugas,Lithuania,440,16.0,97.0,0.015059773327123117
Antanas,Lithuania,440,96.0,17.0,0.00263934171712467
ArtÅ«ras,Lithuania,440,40.0,73.0,0.011333643844123583
ArÅ«nas,Lithuania,440,14.0,99.0,0.015370284117373078
Asta,Lithuania,440,85.0,28.0,0.004347151063499456
AudronÄ,Lithuania,440,75.0,38.0,0.0058997050147492625
Aurimas mindaugas,Lithuania,440,48.0,65.0,0.010091600683123739
AustÄja,Lithuania,440,5.0,108.0,0.016767582673497903
AuÅ¡ra,Lithuania,440,53.0,60.0,0.009315323707498836
BirutÄ,Lithuania,440,69.0,44.0,0.006831237385499146
Bronius,Lithuania,440,112.0,1.0,0.0001552553951249806
Dainius,Lithuania,440,56.0,57.0,0.008849557522123894
Daiva,Lithuania,440,67.0,46.0,0.007141748175749107
Dalia,Lithuania,440,79.0,34.0,0.00527868343424934
Danute,Lithuania,440,105.0,8.0,0.0012420431609998447
Darius,Lithuania,440,6.0,107.0,0.016612327278372925
DeimantÄ,Lithuania,440,113.0,0.0,0.0
Deividas,Lithuania,440,44.0,69.0,0.01071262226362366
Dominykas,Lithuania,440,88.0,25.0,0.003881384878124515
Donatas,Lithuania,440,34.0,79.0,0.012265176214873467
DovilÄ,Lithuania,440,23.0,90.0,0.013972985561248253
Edita,Lithuania,440,83.0,30.0,0.004657661853749418
Edvinas,Lithuania,440,52.0,61.0,0.009470579102623815
Egidijus,Lithuania,440,72.0,41.0,0.006365471200124205
EglÄ,Lithuania,440,25.0,88.0,0.013662474770998292
Emilija,Lithuania,440,11.0,102.0,0.015836050302748022
Evaldas mindaugas,Lithuania,440,66.0,47.0,0.007297003570874088
GabrielÄ,Lithuania,440,9.0,104.0,0.01614656109299798
Gediminas,Lithuania,440,24.0,89.0,0.013817730166123273
Giedrius,Lithuania,440,76.0,37.0,0.005744449619624282
GiedrÄ,Lithuania,440,51.0,62.0,0.009625834497748797
Gintaras,Lithuania,440,38.0,75.0,0.011644154634373545
GraÅ¾ina,Lithuania,440,91.0,22.0,0.003415618692749573
Greta,Lithuania,440,3.0,110.0,0.017078093463747866
Henrikas,Lithuania,440,110.0,3.0,0.0004657661853749418
Ieva,Lithuania,440,7.0,106.0,0.016457071883247944
Ignas,Lithuania,440,90.0,23.0,0.0035708740878745535
IndrÄ,Lithuania,440,27.0,86.0,0.013351963980748331
Inga,Lithuania,440,45.0,68.0,0.01055736686849868
Irena,Lithuania,440,89.0,24.0,0.0037261294829995344
Jadvyga,Lithuania,440,97.0,16.0,0.0024840863219996894
Jolanta,Lithuania,440,47.0,66.0,0.010246856078248719
Jonas,Lithuania,440,2.0,111.0,0.017233348858872847
Juozas,Lithuania,440,100.0,13.0,0.0020183201366247476
Jurgita,Lithuania,440,41.0,72.0,0.011178388448998603
Justina,Lithuania,440,15.0,98.0,0.015215028722248098
Justinas,Lithuania,440,86.0,27.0,0.004191895668374476
JÅ«ratÄ,Lithuania,440,71.0,42.0,0.006520726595249185
Kamile,Lithuania,440,13.0,100.0,0.01552553951249806
Karolis,Lithuania,440,62.0,51.0,0.007918025151374011
Kazys,Lithuania,440,106.0,7.0,0.001086787765874864
Kristina,Lithuania,440,37.0,76.0,0.011799410029498525
KÄstutis,Lithuania,440,28.0,85.0,0.01319670858562335
Laima,Lithuania,440,65.0,48.0,0.007452258965999069
Laura,Lithuania,440,33.0,80.0,0.012420431609998447
Lina,Lithuania,440,43.0,70.0,0.010867877658748642
Linas,Lithuania,440,58.0,55.0,0.008539046731873933
Loreta,Lithuania,440,77.0,36.0,0.0055891942244993015
Lukas,Lithuania,440,12.0,101.0,0.01568079490762304
Mantas,Lithuania,440,10.0,103.0,0.015991305697873
Marija,Lithuania,440,101.0,12.0,0.0018630647414997672
Marius,Lithuania,440,22.0,91.0,0.014128240956373234
Martynas,Lithuania,440,64.0,49.0,0.007607514361124049
Mindaugas,Lithuania,440,4.0,109.0,0.016922838068622884
Monika,Lithuania,440,29.0,84.0,0.01304145319049837
Nerijus,Lithuania,440,54.0,59.0,0.009160068312373855
Neringa,Lithuania,440,17.0,96.0,0.014904517931998137
NijolÄ,Lithuania,440,81.0,32.0,0.004968172643999379
Ona,Lithuania,440,99.0,14.0,0.002173575531749728
Paulius mindaugas,Lithuania,440,20.0,93.0,0.014438751746623195
Petras,Lithuania,440,98.0,15.0,0.002328830926874709
Povilas,Lithuania,440,46.0,67.0,0.0104021114733737
Pranas,Lithuania,440,104.0,9.0,0.0013972985561248254
Raimonda,Lithuania,440,73.0,40.0,0.006210215804999223
RamunÄ,Lithuania,440,55.0,58.0,0.009004812917248875
Rasa,Lithuania,440,39.0,74.0,0.011488899239248564
Reda,Lithuania,440,59.0,54.0,0.008383791336748951
Remigijus,Lithuania,440,78.0,35.0,0.005433938829374321
Renata,Lithuania,440,87.0,26.0,0.004036640273249495
Rima,Lithuania,440,95.0,18.0,0.0027945971122496508
Rimantas,Lithuania,440,68.0,45.0,0.0069864927806241265
Robertas,Lithuania,440,60.0,53.0,0.008228535941623972
Rokas,Lithuania,440,18.0,95.0,0.014749262536873156
Rytis,Lithuania,440,32.0,81.0,0.012575687005123428
RÅ«ta,Lithuania,440,1.0,112.0,0.017388604253997825
Saulius,Lithuania,440,26.0,87.0,0.01350721937587331
Sigita,Lithuania,440,63.0,50.0,0.00776276975624903
Simas,Lithuania,440,84.0,29.0,0.0045024064586244375
Simona,Lithuania,440,21.0,92.0,0.014283496351498214
Sonata,Lithuania,440,109.0,4.0,0.0006210215804999224
Stasys,Lithuania,440,102.0,11.0,0.0017078093463747865
Tadas,Lithuania,440,50.0,63.0,0.009781089892873778
Tomas,Lithuania,440,8.0,105.0,0.016301816488122962
UgnÄ,Lithuania,440,19.0,94.0,0.014594007141748177
Vaida,Lithuania,440,49.0,64.0,0.009936345287998758
Valdas,Lithuania,440,36.0,77.0,0.011954665424623506
Vidas,Lithuania,440,70.0,43.0,0.006675981990374166
Viktoras,Lithuania,440,108.0,5.0,0.0007762769756249029
Viktorija,Lithuania,440,31.0,82.0,0.01273094240024841
Vilma,Lithuania,440,57.0,56.0,0.008694302126998912
Violeta,Lithuania,440,93.0,20.0,0.0031051079024996117
Virginijus,Lithuania,440,80.0,33.0,0.005123428039124359
Vitalija,Lithuania,440,107.0,6.0,0.0009315323707498836
Vytas,Lithuania,440,94.0,19.0,0.0029498525073746312
Vytautas,Lithuania,440,0.0,113.0,0.017543859649122806
Å arÅ«nas,Lithuania,440,74.0,39.0,0.006054960409874243
Å½ivilÄ,Lithuania,440,61.0,52.0,0.00807328054649899
Å½ygimantas,Lithuania,440,42.0,71.0,0.011023133053873622
Alain,Luxembourg,442,46.0,43.0,0.010736579275905118
Alex,Luxembourg,442,24.0,65.0,0.016229712858926344
Alice,Luxembourg,442,55.0,34.0,0.008489388264669164
AmÃ©lie,Luxembourg,442,35.0,54.0,0.01348314606741573
AndrÃ©,Luxembourg,442,18.0,71.0,0.01772784019975031
Anna,Luxembourg,442,43.0,46.0,0.011485642946317104
Anne,Luxembourg,442,5.0,84.0,0.020973782771535582
Antoine,Luxembourg,442,78.0,11.0,0.0027465667915106116
BenoÃ®t,Luxembourg,442,80.0,9.0,0.0022471910112359553
Camille,Luxembourg,442,19.0,70.0,0.017478152309612985
Carla,Luxembourg,442,57.0,32.0,0.007990012484394507
Catherine,Luxembourg,442,83.0,6.0,0.00149812734082397
Charles,Luxembourg,442,60.0,29.0,0.007240948813982522
Charlotte,Luxembourg,442,25.0,64.0,0.015980024968789013
ChloÃ©,Luxembourg,442,31.0,58.0,0.014481897627965043
Christian,Luxembourg,442,32.0,57.0,0.014232209737827715
Christophe,Luxembourg,442,76.0,13.0,0.0032459425717852684
Claire,Luxembourg,442,7.0,82.0,0.020474406991260925
Claude,Luxembourg,442,38.0,51.0,0.012734082397003745
CÃ©line,Luxembourg,442,73.0,16.0,0.003995006242197253
Daniel,Luxembourg,442,28.0,61.0,0.01523096129837703
Danielle,Luxembourg,442,89.0,0.0,0.0
David,Luxembourg,442,26.0,63.0,0.015730337078651686
Elise,Luxembourg,442,29.0,60.0,0.0149812734082397
Emma,Luxembourg,442,9.0,80.0,0.019975031210986267
Eva,Luxembourg,442,39.0,50.0,0.012484394506866416
Fabien,Luxembourg,442,84.0,5.0,0.0012484394506866417
Felix,Luxembourg,442,64.0,25.0,0.006242197253433208
FranÃ§ois,Luxembourg,442,12.0,77.0,0.019225967540574283
Georges,Luxembourg,442,42.0,47.0,0.011735330836454432
Guy,Luxembourg,442,52.0,37.0,0.009238451935081148
Henri,Luxembourg,442,40.0,49.0,0.01223470661672909
Ines,Luxembourg,442,59.0,30.0,0.00749063670411985
Isabelle,Luxembourg,442,71.0,18.0,0.0044943820224719105
Jacques,Luxembourg,442,36.0,53.0,0.013233458177278402
Jade,Luxembourg,442,49.0,40.0,0.009987515605493134
Jean,Luxembourg,442,0.0,89.0,0.022222222222222223
Joseph,Luxembourg,442,56.0,33.0,0.008239700374531835
JoÃ«lle,Luxembourg,442,87.0,2.0,0.0004993757802746567
Julie,Luxembourg,442,11.0,78.0,0.01947565543071161
Julien,Luxembourg,442,70.0,19.0,0.004744069912609238
Lara,Luxembourg,442,67.0,22.0,0.005493133583021223
Laura,Luxembourg,442,17.0,72.0,0.017977528089887642
Laurent,Luxembourg,442,10.0,79.0,0.01972534332084894
Lena,Luxembourg,442,51.0,38.0,0.009488139825218476
Lily,Luxembourg,442,61.0,28.0,0.006991260923845194
Lisa,Luxembourg,442,21.0,68.0,0.016978776529338328
Louis,Luxembourg,442,58.0,31.0,0.007740324594257179
Luc,Luxembourg,442,2.0,87.0,0.021722846441947566
Lucie,Luxembourg,442,45.0,44.0,0.010986267166042446
LÃ©a,Luxembourg,442,13.0,76.0,0.018976279650436953
Manon,Luxembourg,442,27.0,62.0,0.015480649188514358
Mara,Luxembourg,442,65.0,24.0,0.00599250936329588
Marc,Luxembourg,442,4.0,85.0,0.02122347066167291
Marie,Luxembourg,442,1.0,88.0,0.021972534332084893
Martine,Luxembourg,442,75.0,14.0,0.003495630461922597
Mathieu,Luxembourg,442,72.0,17.0,0.004244694132334582
Mathilde,Luxembourg,442,33.0,56.0,0.013982521847690388
Max,Luxembourg,442,22.0,67.0,0.016729088639200997
Mia,Luxembourg,442,41.0,48.0,0.01198501872659176
Michel,Luxembourg,442,14.0,75.0,0.018726591760299626
Monique,Luxembourg,442,79.0,10.0,0.0024968789013732834
Nadine,Luxembourg,442,85.0,4.0,0.0009987515605493133
Nathalie,Luxembourg,442,69.0,20.0,0.004993757802746567
Nicolas,Luxembourg,442,8.0,81.0,0.020224719101123594
Nina,Luxembourg,442,23.0,66.0,0.01647940074906367
Nora,Luxembourg,442,47.0,42.0,0.010486891385767791
Olivia,Luxembourg,442,53.0,36.0,0.008988764044943821
Olivier,Luxembourg,442,86.0,3.0,0.000749063670411985
Oscar,Luxembourg,442,66.0,23.0,0.005742821473158552
Patrick,Luxembourg,442,30.0,59.0,0.014731585518102372
Paul,Luxembourg,442,6.0,83.0,0.02072409488139825
Philippe,Luxembourg,442,48.0,41.0,0.010237203495630462
Pierre,Luxembourg,442,16.0,73.0,0.01822721598002497
Raymond,Luxembourg,442,54.0,35.0,0.008739076154806492
RenÃ©,Luxembourg,442,44.0,45.0,0.011235955056179775
Robert,Luxembourg,442,34.0,55.0,0.01373283395755306
Rosa,Luxembourg,442,63.0,26.0,0.006491885143570537
Sarah,Luxembourg,442,15.0,74.0,0.018476903870162296
Serge,Luxembourg,442,88.0,1.0,0.00024968789013732833
Simon,Luxembourg,442,68.0,21.0,0.0052434456928838954
Sophie,Luxembourg,442,3.0,86.0,0.021473158551810236
Sylvie,Luxembourg,442,77.0,12.0,0.00299625468164794
SÃ©bastien,Luxembourg,442,74.0,15.0,0.003745318352059925
Thierry,Luxembourg,442,82.0,7.0,0.0017478152309612985
Tom,Luxembourg,442,20.0,69.0,0.017228464419475654
Victor,Luxembourg,442,62.0,27.0,0.006741573033707865
VÃ©ronique,Luxembourg,442,81.0,8.0,0.0019975031210986267
Yves,Luxembourg,442,50.0,39.0,0.009737827715355805
ZoÃ©,Luxembourg,442,37.0,52.0,0.012983770287141073
Aleksandar,Macedonia,807,0.0,107.0,0.018518518518518517
Aleksandrija,Macedonia,807,57.0,50.0,0.008653513326410523
Ana,Macedonia,807,30.0,77.0,0.013326410522672204
Andrej,Macedonia,807,16.0,91.0,0.015749394254067153
Aneta,Macedonia,807,98.0,9.0,0.001557632398753894
Angelina,Macedonia,807,77.0,30.0,0.005192107995846314
Beti,Macedonia,807,99.0,8.0,0.0013845621322256837
Biljana,Macedonia,807,42.0,65.0,0.01124956732433368
Bisera,Macedonia,807,58.0,49.0,0.008480443059882312
Blagica,Macedonia,807,78.0,29.0,0.005019037729318103
Blagoj,Macedonia,807,19.0,88.0,0.01523018345448252
Bojan,Macedonia,807,6.0,101.0,0.017480096919349257
Cveta,Macedonia,807,59.0,48.0,0.008307372793354102
Cvetanka,Macedonia,807,79.0,28.0,0.004845967462789893
Cvijeta,Macedonia,807,100.0,7.0,0.0012114918656974732
Dafina,Macedonia,807,80.0,27.0,0.004672897196261682
Daniela,Macedonia,807,36.0,71.0,0.012287988923502942
Danka,Macedonia,807,101.0,6.0,0.0010384215991692627
Darko,Macedonia,807,7.0,100.0,0.017307026652821047
Dejan,Macedonia,807,13.0,94.0,0.016268605053651783
Despina,Macedonia,807,60.0,47.0,0.008134302526825891
Dimitar,Macedonia,807,4.0,103.0,0.017826237452405677
Dragana,Macedonia,807,43.0,64.0,0.01107649705780547
Elena,Macedonia,807,31.0,76.0,0.013153340256143994
Elizabeta,Macedonia,807,61.0,46.0,0.007961232260297681
Emiliana,Macedonia,807,102.0,5.0,0.0008653513326410523
Emilija,Macedonia,807,44.0,63.0,0.010903426791277258
Evgenija,Macedonia,807,81.0,26.0,0.004499826929733472
Fani,Macedonia,807,82.0,25.0,0.004326756663205262
Fanka,Macedonia,807,103.0,4.0,0.0006922810661128419
Filip,Macedonia,807,14.0,93.0,0.016095534787123573
Frosina,Macedonia,807,62.0,45.0,0.00778816199376947
Gjorgji,Macedonia,807,5.0,102.0,0.017653167185877467
Goca,Macedonia,807,83.0,24.0,0.004153686396677051
Goce,Macedonia,807,20.0,87.0,0.015057113187954309
Gordana,Macedonia,807,45.0,62.0,0.010730356524749048
Grozda,Macedonia,807,104.0,3.0,0.0005192107995846313
Grozdana,Macedonia,807,63.0,44.0,0.00761509172724126
Hristijana,Macedonia,807,84.0,23.0,0.003980616130148841
Hristina,Macedonia,807,64.0,43.0,0.007442021460713049
Hristinka,Macedonia,807,105.0,2.0,0.00034614053305642093
Igor,Macedonia,807,8.0,99.0,0.017133956386292833
Ilija,Macedonia,807,21.0,86.0,0.014884042921426099
Irena,Macedonia,807,85.0,22.0,0.00380754586362063
Iskra,Macedonia,807,65.0,42.0,0.007268951194184839
Ivana,Macedonia,807,37.0,70.0,0.012114918656974732
Ivanka,Macedonia,807,106.0,1.0,0.00017307026652821047
Jadranka,Macedonia,807,107.0,0.0,0.0
Jana,Macedonia,807,86.0,21.0,0.0036344755970924196
Jasmina,Macedonia,807,46.0,61.0,0.010557286258220838
Jovan,Macedonia,807,22.0,85.0,0.014710972654897889
Jovana,Macedonia,807,34.0,73.0,0.012634129456559362
Julija,Macedonia,807,66.0,41.0,0.007095880927656628
Kalina,Macedonia,807,47.0,60.0,0.010384215991692628
Karolina,Macedonia,807,67.0,40.0,0.006922810661128418
Katerina,Macedonia,807,33.0,74.0,0.012807199723087574
Kiril,Macedonia,807,23.0,84.0,0.014537902388369679
Kristijan,Macedonia,807,15.0,92.0,0.015922464520595363
Kristina,Macedonia,807,38.0,69.0,0.011941848390446522
Ksenija,Macedonia,807,87.0,20.0,0.003461405330564209
Lena,Macedonia,807,88.0,19.0,0.0032883350640359986
Lidija,Macedonia,807,48.0,59.0,0.010211145725164416
Ljupka,Macedonia,807,68.0,39.0,0.006749740394600207
Magdalena,Macedonia,807,89.0,18.0,0.003115264797507788
Maja,Macedonia,807,39.0,68.0,0.01176877812391831
Makedonka,Macedonia,807,69.0,38.0,0.006576670128071997
Marija,Macedonia,807,32.0,75.0,0.012980269989615784
Marko,Macedonia,807,3.0,104.0,0.017999307718933887
Metodij,Macedonia,807,24.0,83.0,0.014364832121841468
Milena,Macedonia,807,49.0,58.0,0.010038075458636206
Natalija,Macedonia,807,70.0,37.0,0.006403599861543787
Natasha,Macedonia,807,35.0,72.0,0.012461059190031152
Neda,Macedonia,807,50.0,57.0,0.009865005192107996
Nevena,Macedonia,807,90.0,17.0,0.0029421945309795776
Nikola,Macedonia,807,2.0,105.0,0.018172377985462097
Olga,Macedonia,807,71.0,36.0,0.006230529595015576
Olgica,Macedonia,807,91.0,16.0,0.0027691242644513675
Olivera,Macedonia,807,51.0,56.0,0.009691934925579786
Pavlina,Macedonia,807,72.0,35.0,0.006057459328487366
Petar,Macedonia,807,10.0,97.0,0.016787815853236413
Petra,Macedonia,807,92.0,15.0,0.002596053997923157
Rada,Macedonia,807,73.0,34.0,0.005884389061959155
Radmila,Macedonia,807,52.0,55.0,0.009518864659051576
Risto,Macedonia,807,25.0,82.0,0.014191761855313257
Rozalija,Macedonia,807,93.0,14.0,0.0024229837313949464
Silvana,Macedonia,807,74.0,33.0,0.005711318795430945
Simona,Macedonia,807,40.0,67.0,0.0115957078573901
Slave,Macedonia,807,26.0,81.0,0.014018691588785047
Snezana,Macedonia,807,53.0,54.0,0.009345794392523364
Sofija,Macedonia,807,94.0,13.0,0.002249913464866736
Stefan,Macedonia,807,1.0,106.0,0.018345448251990307
Stojan,Macedonia,807,17.0,90.0,0.01557632398753894
Tamara,Macedonia,807,95.0,12.0,0.0020768431983385254
Tanja,Macedonia,807,75.0,32.0,0.005538248528902735
Tatjana,Macedonia,807,54.0,53.0,0.009172724125995154
Teodora,Macedonia,807,41.0,66.0,0.01142263759086189
Todor,Macedonia,807,27.0,80.0,0.013845621322256836
Trajko,Macedonia,807,11.0,96.0,0.016614745586708203
Valentina,Macedonia,807,55.0,52.0,0.008999653859466944
Vasil,Macedonia,807,18.0,89.0,0.01540325372101073
Vasilka,Macedonia,807,96.0,11.0,0.001903772931810315
Vera,Macedonia,807,76.0,31.0,0.005365178262374524
Viktor,Macedonia,807,12.0,95.0,0.016441675320179993
Vladimir,Macedonia,807,28.0,79.0,0.013672551055728626
Zdenka,Macedonia,807,97.0,10.0,0.0017307026652821046
Zlatko,Macedonia,807,29.0,78.0,0.013499480789200415
Zoran,Macedonia,807,9.0,98.0,0.016960886119764623
Zorica,Macedonia,807,56.0,51.0,0.008826583592938734
Aaron,Malta,470,82.0,5.0,0.0013061650992685476
Adrian,Malta,470,50.0,37.0,0.009665621734587251
Alexander,Malta,470,46.0,41.0,0.010710553814002089
Amanda,Malta,470,49.0,38.0,0.009926854754440962
Andrew,Malta,470,26.0,61.0,0.01593521421107628
Angele,Malta,470,75.0,12.0,0.003134796238244514
Anna,Malta,470,3.0,84.0,0.0219435736677116
Anthony,Malta,470,8.0,79.0,0.020637408568443052
Benjamin,Malta,470,66.0,21.0,0.0054858934169279
Brian,Malta,470,56.0,31.0,0.008098223615464995
Carmen,Malta,470,5.0,82.0,0.021421107628004178
Catherine,Malta,470,15.0,72.0,0.018808777429467086
Charlene,Malta,470,69.0,18.0,0.004702194357366771
Charles,Malta,470,12.0,75.0,0.019592476489028215
Christine,Malta,470,51.0,36.0,0.009404388714733543
Christopher,Malta,470,32.0,55.0,0.014367816091954023
Claire,Malta,470,27.0,60.0,0.01567398119122257
Claudia,Malta,470,63.0,24.0,0.006269592476489028
Daniel,Malta,470,30.0,57.0,0.014890282131661442
Daniela,Malta,470,57.0,30.0,0.007836990595611285
David,Malta,470,18.0,69.0,0.018025078369905956
Denise,Malta,470,71.0,16.0,0.0041797283176593526
Doreen,Malta,470,83.0,4.0,0.0010449320794148381
Edward,Malta,470,60.0,27.0,0.007053291536050157
Elaine,Malta,470,79.0,8.0,0.0020898641588296763
Elizabeth,Malta,470,21.0,66.0,0.017241379310344827
Emma,Malta,470,35.0,52.0,0.013584117032392894
Ethan,Malta,470,84.0,3.0,0.0007836990595611285
Francesca,Malta,470,59.0,28.0,0.0073145245559038665
Francis,Malta,470,10.0,77.0,0.020114942528735632
Gabriel,Malta,470,70.0,17.0,0.004440961337513062
George,Malta,470,14.0,73.0,0.019070010449320794
Grace,Malta,470,13.0,74.0,0.019331243469174503
Isaac,Malta,470,72.0,15.0,0.003918495297805642
Jacob,Malta,470,78.0,9.0,0.0023510971786833857
James,Malta,470,28.0,59.0,0.01541274817136886
Jessica,Malta,470,47.0,40.0,0.01044932079414838
John,Malta,470,2.0,85.0,0.022204806687565307
Jonathan,Malta,470,52.0,35.0,0.009143155694879833
Joseph,Malta,470,0.0,87.0,0.022727272727272728
Josephine,Malta,470,9.0,78.0,0.02037617554858934
Joshua,Malta,470,86.0,1.0,0.00026123301985370953
Julian,Malta,470,64.0,23.0,0.0060083594566353185
Kevin,Malta,470,54.0,33.0,0.008620689655172414
Laura,Malta,470,37.0,50.0,0.013061650992685475
Lorraine,Malta,470,85.0,2.0,0.0005224660397074191
Louise,Malta,470,25.0,62.0,0.01619644723092999
Luke,Malta,470,40.0,47.0,0.012277951933124347
Margaret,Malta,470,17.0,70.0,0.018286311389759665
Maria,Malta,470,1.0,86.0,0.02246603970741902
Mariella,Malta,470,73.0,14.0,0.0036572622779519333
Mark,Malta,470,20.0,67.0,0.017502612330198536
Martin,Malta,470,62.0,25.0,0.006530825496342737
Martina,Malta,470,61.0,26.0,0.006792058516196447
Matthew,Malta,470,24.0,63.0,0.016457680250783698
Melanie,Malta,470,55.0,32.0,0.008359456635318705
Melissa,Malta,470,45.0,42.0,0.0109717868338558
Michael,Malta,470,6.0,81.0,0.02115987460815047
Michelle,Malta,470,29.0,58.0,0.015151515151515152
Miriam,Malta,470,77.0,10.0,0.002612330198537095
Natalie,Malta,470,53.0,34.0,0.008881922675026124
Nathan,Malta,470,74.0,13.0,0.0033960292580982234
Nicholas,Malta,470,36.0,51.0,0.013322884012539185
Nicole,Malta,470,41.0,46.0,0.012016718913270637
Oliver,Malta,470,76.0,11.0,0.0028735632183908046
Patrick,Malta,470,48.0,39.0,0.01018808777429467
Paul,Malta,470,4.0,83.0,0.02168234064785789
Peter,Malta,470,16.0,71.0,0.018547544409613374
Philip,Malta,470,44.0,43.0,0.01123301985370951
Rachel,Malta,470,33.0,54.0,0.014106583072100314
Rebecca,Malta,470,39.0,48.0,0.012539184952978056
Rita,Malta,470,7.0,80.0,0.02089864158829676
Robert,Malta,470,34.0,53.0,0.013845350052246604
Roberta,Malta,470,67.0,20.0,0.00522466039707419
Rose,Malta,470,11.0,76.0,0.019853709508881923
Ryan,Malta,470,58.0,29.0,0.007575757575757576
Samuel,Malta,470,68.0,19.0,0.004963427377220481
Sarah,Malta,470,31.0,56.0,0.014629049111807733
Simon,Malta,470,38.0,49.0,0.012800417972831766
Stephanie,Malta,470,43.0,44.0,0.011494252873563218
Stephen,Malta,470,22.0,65.0,0.01698014629049112
Suzanne,Malta,470,81.0,6.0,0.001567398119122257
Teresa,Malta,470,19.0,68.0,0.017763845350052248
Thomas,Malta,470,42.0,45.0,0.011755485893416929
Vanessa,Malta,470,65.0,22.0,0.005747126436781609
Veronica,Malta,470,87.0,0.0,0.0
Victoria,Malta,470,23.0,64.0,0.01671891327063741
William,Malta,470,80.0,7.0,0.0018286311389759666
Adrian,Moldova,498,46.0,68.0,0.01045189056255764
Ala,Moldova,498,55.0,59.0,0.009068552105748539
Alexandru,Moldova,498,4.0,110.0,0.01690747002766677
Alexei,Moldova,498,84.0,30.0,0.0046111281893636644
Alina,Moldova,498,41.0,73.0,0.011220411927451584
Alla,Moldova,498,87.0,27.0,0.004150015370427298
Ana,Moldova,498,17.0,97.0,0.014909314478942514
Anastasia,Moldova,498,91.0,23.0,0.003535198278512143
Anatol,Moldova,498,34.0,80.0,0.012296341838303105
Andrei,Moldova,498,6.0,108.0,0.016600061481709193
Angela,Moldova,498,49.0,65.0,0.009990777743621273
Antonina,Moldova,498,113.0,1.0,0.0001537042729787888
Aurelia,Moldova,498,75.0,39.0,0.005994466646172763
Bogdan,Moldova,498,102.0,12.0,0.0018444512757454657
Constantin,Moldova,498,20.0,94.0,0.014448201660006148
Corneliu,Moldova,498,92.0,22.0,0.003381494005533354
Costea,Moldova,498,106.0,8.0,0.0012296341838303104
Cristian,Moldova,498,44.0,70.0,0.010759299108515216
Cristina,Moldova,498,51.0,63.0,0.009683369197663695
Daniela,Moldova,498,47.0,67.0,0.01029818628957885
Diana,Moldova,498,45.0,69.0,0.010605594835536428
Dmitri,Moldova,498,30.0,84.0,0.01291115893021826
Dorin,Moldova,498,100.0,14.0,0.002151859821703043
Dorina,Moldova,498,57.0,57.0,0.008761143559790963
Dumitru,Moldova,498,8.0,106.0,0.016292652935751613
Ecaterina,Moldova,498,31.0,83.0,0.01275745465723947
Elena,Moldova,498,3.0,111.0,0.01706117430064556
